GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
moshi-adapters,com.squareup.moshi.adapters,Iso8601Utils,119,445,28,42,16,97,27,16,1,7
moshi-adapters,com.squareup.moshi.adapters,Rfc3339DateJsonAdapter,0,17,0,0,0,6,0,3,0,3
moshi-adapters,com.squareup.moshi,Rfc3339DateJsonAdapter,19,0,0,0,5,0,3,0,3,0
