GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Converter: Wire Protocol Buffers,retrofit2.converter.wire,WireResponseBodyConverter,0,17,0,0,0,5,0,2,0,2
Converter: Wire Protocol Buffers,retrofit2.converter.wire,WireConverterFactory,4,44,2,6,2,13,2,5,0,3
Converter: Wire Protocol Buffers,retrofit2.converter.wire,WireRequestBodyConverter,0,24,0,0,0,7,0,3,0,3
